user	clicked_news	candidate_news	clicked
217	N27258 N86136 N18615 N114992 N61319 N98156 N114330 N77440 N39445 N82799 N114748 N31130 N122123 N60556 N79379 N31130 N68153 N122123 N34059 N44446 N76773 N25670 N74791 N95002 N100119 N65265 N99962 N65756 N44431 N32534 N3581 N98819 N86447 N80126 N109498 N12822 N44660 N16097 N111472 N17746 N35755 N64710 N117574 N15750 N46994 N85262 N78911 N61802 N10219 N96980 N1560 N81564 N101921 N5536 N95731 N115073 N112251 N121006 N106403 N62432 N48190 N97875 N17902 N72640 N6796 N54451 N86199 N125046 N86401 N91597 N91423 N104509 N19469 N13302 N73228 N76746 N33374 N48472 N56472 N58045 N51786 N28835 N61976 N27759 N58538 N5042 N7593 N50891 N124093 N86144 N86144 N121317 N95129 N88668 N75342 N120391 N47965 N35349 N90513 N86463 N90513 N108688 N76965 N61148 N24099 N58392 N126162 N98243 N86486 N6002	N120769 N45124 N52435 N99362 N52920	1 0 0 0 0
362	N40207 N12959 N113547 N101263 N49511 N126834 N32221 N71031 N127680 N48167 N102399 N18601 N36397 N82474 N93725 N27304 N36573 N121550 N14504 N121592 N110158 N71977 N14726 N74014 N121820 N130174 N108312 N48258 N41702 N107039 N26572 N96000 N67497 N74636 N14551 N99521 N81283 N130174 N95944 N76810 N27933	N4858 N14848 N122343 N32209 N67927	1 0 0 0 0
363	N14678 N128736 N118441 N35786 N43190 N79330 N12959 N116081 N129687 N35608 N130020 N21390 N24738 N74012 N128965 N127659 N9375 N119367 N80334 N80605 N72571 N99969 N36246 N19937 N46069 N117275 N74601 N46075 N29424 N67618 N101420 N45225 N76775 N738 N124096 N99962 N16426 N37867 N13970 N107705 N40037 N49668 N40228 N109498 N109225 N47513 N123743 N106375 N25197 N807 N92079 N106611 N32995 N13717 N68553 N15056 N56204 N112054 N68679 N68625 N7553 N15375 N12820 N120710 N116167 N11383 N104737 N112642 N85824 N39833 N120398 N74161 N69100 N59369 N74726 N68 N110158 N111971 N97875 N113678 N46002 N82492 N75110 N51082 N102641 N98264 N456 N114571 N33886 N10495 N111016 N81567 N10114 N13302 N47788 N124140 N108312 N51593 N5668 N46507 N17062 N81364 N99111 N10490 N42661 N126027 N121652 N76350 N103150 N108115 N37526 N88019 N108832 N93130 N84423 N53160 N97020 N61148 N44486 N116904	N31323 N79081 N67927 N25037 N122343	1 0 0 0 0
134	N41484 N31305 N42280 N27258 N54656 N80608 N71340 N90743 N57532 N95178 N116312 N112765 N104930 N12959 N56261 N83189 N36583 N110755 N16894 N9740 N43746 N65259 N116090 N51680 N26606 N35060 N87446 N123633 N91 N22262 N98596 N98596 N102357 N67779 N9375 N119367 N68563 N80686 N45634 N70796 N68153 N102417 N96437 N39187 N95184 N115701 N42094 N88769 N71728 N116319 N95420 N25463 N82348 N129412 N80126 N61138 N4289 N40228 N109498 N90686 N18399 N15899 N126836 N121168 N97753 N129083 N123743 N123743 N16294 N109498 N107441 N44671 N46994 N44524 N108393 N55765 N86617 N65156 N83742 N11266 N80027 N113688 N34519 N16690 N127487 N21880 N34427 N66666 N95731 N21312 N17680 N34519 N114335 N15375 N118005 N25166 N5143 N78719 N19360 N19492 N121845 N14504 N112642 N23846 N82746 N96713 N119126 N6930 N21239 N34468 N98095 N15007 N91597 N7156 N45331 N115841 N104432 N29457 N116989 N108312 N74723 N58200 N122054 N83623 N68080 N83623 N58200 N71753 N23929 N68745 N42718 N4066 N25069 N63066 N77135 N79026 N10811 N31079 N81364 N59033 N90966 N90966 N67053 N14979 N18904 N40765 N10490 N108701 N94230 N91923 N7084 N107322 N59836 N23688 N59344 N116594 N4858 N107323 N31323 N101119 N111006 N31323 N31216	N43186 N25770 N39230 N28047 N14848	1 0 0 0 0
217	N27258 N86136 N18615 N114992 N61319 N98156 N114330 N77440 N39445 N82799 N114748 N31130 N122123 N60556 N79379 N31130 N68153 N122123 N34059 N44446 N76773 N25670 N74791 N95002 N100119 N65265 N99962 N65756 N44431 N32534 N3581 N98819 N86447 N80126 N109498 N12822 N44660 N16097 N111472 N17746 N35755 N64710 N117574 N15750 N46994 N85262 N78911 N61802 N10219 N96980 N1560 N81564 N101921 N5536 N95731 N115073 N112251 N121006 N106403 N62432 N48190 N97875 N17902 N72640 N6796 N54451 N86199 N125046 N86401 N91597 N91423 N104509 N19469 N13302 N73228 N76746 N33374 N48472 N56472 N58045 N51786 N28835 N61976 N27759 N58538 N5042 N7593 N50891 N124093 N86144 N86144 N121317 N95129 N88668 N75342 N120391 N47965 N35349 N90513 N86463 N90513 N108688 N76965 N61148 N24099 N58392 N126162 N98243 N86486 N6002	N41951 N104437 N116501 N107012 N92463	1 0 0 0 0
364	N27258 N95287 N88765 N88053 N111377 N72571 N14240 N49347 N21671 N93328 N115200 N33446 N35248 N52842 N83253 N13604 N10231 N88769 N71728 N84959 N19735 N111503 N85673 N41459 N94223 N84642 N73408 N79690 N93049 N25197 N219 N125954 N73130 N52720 N117263 N129836 N57113 N21880 N50441 N110607 N20826 N53933 N47017 N1596 N53933 N10996 N104737 N104737 N59369 N74015 N104737 N104737 N96713 N112751 N52044 N71977 N112303 N113678 N44826 N59447 N5326 N9651 N73222 N7046 N14979 N54475 N108701 N108016 N10490 N34374 N90513 N119536 N37530 N65304 N24809 N31754 N126000 N54473 N65783 N31766	N6293 N65783 N67927 N45124 N14848	1 0 0 0 0
134	N41484 N31305 N42280 N27258 N54656 N80608 N71340 N90743 N57532 N95178 N116312 N112765 N104930 N12959 N56261 N83189 N36583 N110755 N16894 N9740 N43746 N65259 N116090 N51680 N26606 N35060 N87446 N123633 N91 N22262 N98596 N98596 N102357 N67779 N9375 N119367 N68563 N80686 N45634 N70796 N68153 N102417 N96437 N39187 N95184 N115701 N42094 N88769 N71728 N116319 N95420 N25463 N82348 N129412 N80126 N61138 N4289 N40228 N109498 N90686 N18399 N15899 N126836 N121168 N97753 N129083 N123743 N123743 N16294 N109498 N107441 N44671 N46994 N44524 N108393 N55765 N86617 N65156 N83742 N11266 N80027 N113688 N34519 N16690 N127487 N21880 N34427 N66666 N95731 N21312 N17680 N34519 N114335 N15375 N118005 N25166 N5143 N78719 N19360 N19492 N121845 N14504 N112642 N23846 N82746 N96713 N119126 N6930 N21239 N34468 N98095 N15007 N91597 N7156 N45331 N115841 N104432 N29457 N116989 N108312 N74723 N58200 N122054 N83623 N68080 N83623 N58200 N71753 N23929 N68745 N42718 N4066 N25069 N63066 N77135 N79026 N10811 N31079 N81364 N59033 N90966 N90966 N67053 N14979 N18904 N40765 N10490 N108701 N94230 N91923 N7084 N107322 N59836 N23688 N59344 N116594 N4858 N107323 N31323 N101119 N111006 N31323 N31216	N52920 N103397 N6865 N122706 N67927	1 0 0 0 0
172	N110864 N63204 N84419 N122359 N11288 N113089 N98596 N41423 N105400 N52231 N63998 N101775 N101263 N91409 N20047 N48300 N56299 N44656 N88796 N83979 N26276 N23099 N32345 N75867 N62786 N87971 N97354 N77709 N22461 N127916 N116750 N76970 N79505 N78181 N104319 N110799 N125421 N34947 N106708 N69 N67446 N21671 N121794 N66277 N15155 N73527 N49511 N36104 N106375 N32925 N110358 N3290 N116944 N5692 N107594 N42716 N84997 N21170 N6570 N41228 N70541 N124235 N43570 N39290 N128648 N77219 N72968 N130068 N37815 N61871 N28627 N97251 N102635 N27409 N78058 N21312 N12340 N79135 N97351 N124116 N78734 N115334 N21743 N1596 N106883 N83449 N9690 N82468 N46644 N117977 N105645 N44186 N13872 N73509 N71952 N44127 N37061 N118101 N124330 N77576 N6796 N99444 N3285 N86394 N71977 N54561 N98095 N81443 N19173 N100670 N39997 N72548 N107081 N77435 N104667 N119523 N48429 N94407 N48419 N56099	N41025 N37930 N114429 N56221 N102389	1 0 0 0 0
365	N39472 N98062 N76183 N76874 N42209 N29786 N2927 N89243 N90571 N96533 N111167 N41926 N37218 N98574 N66126 N96000 N24355 N88592 N124710 N12027 N125196 N53367	N4275 N114532 N71120 N31872 N77421	1 0 0 0 0
366	N44955 N71340 N72571 N73122 N127773 N27861	N53751 N122706 N6293 N128031 N99362	1 0 0 0 0
241	N10710 N19167 N19167 N6804 N16282 N73573 N101775 N20047 N65119 N47639 N42180 N84193 N89892 N107773 N73478 N78408 N74562 N95420 N5061 N101025 N39608 N48890 N62450 N12044 N41718 N71529 N80212 N17943 N30604 N100068 N3558 N6623 N83042 N24957 N4266 N82685 N40841 N72306 N6932 N52435 N119505 N4139 N68258 N57794 N18904 N103418 N84938 N78570 N92886 N106476 N87267 N54753 N74079 N2949 N54753 N86409	N75842 N59654 N109355 N50080 N114429	1 0 0 0 0
136	N114552 N71340 N26421 N6919 N5054 N106591 N72493 N49580 N57857 N106854 N9375 N17645 N115743 N104807 N38454 N3290 N105888 N30103 N129207 N49262 N93049 N81449 N96533 N51431 N54978 N86401 N69691 N111020 N113167 N12070 N67051 N108312 N104498 N74723 N18720 N92244 N42718 N14904 N90966 N1713 N66389 N67174 N123548 N108115 N26097 N73902 N19543	N45862 N6865 N64021 N52101 N10242	1 0 0 0 0
312	N105630 N36783 N58652 N54656 N9740 N107906 N18389 N128643 N70847 N26935 N128965 N31043 N81937 N67731 N106854 N6229 N70385 N9375 N65119 N209 N112324 N72571 N83979 N111348 N36246 N113564 N104181 N83253 N69442 N102743 N83253 N95831 N119571 N3581 N76664 N66660 N68429 N44660 N88892 N25197 N73408 N46994 N73408 N78052 N101271 N807 N12614 N108002 N16389 N77216 N22756 N1596 N51544 N112751 N112303 N46499 N97875 N13220 N111971 N93987 N31390 N46703 N113678 N71977 N114571 N57217 N54393 N15007 N19432 N102643 N113698 N19175 N43845 N67698 N42718 N46892 N5326 N63066 N26572 N96000 N5653 N80506 N120031 N108701 N45599 N108016 N11397 N94853 N89657 N43058 N59936 N79926 N2539 N84423 N42592 N73212 N25492 N57778 N123455	N6293 N65783 N99362 N118589 N45124	1 0 0 0 0
34	N63723 N19474 N29618 N109598 N109598 N36816 N49472 N111503 N40228 N118762 N102635 N52468 N92066 N38169 N118005 N22756 N120390 N15345 N45298 N66294 N109898 N48948 N128483 N3978 N29476 N29476 N52964 N76350	N52920 N109355 N43186 N118589 N83217	1 0 0 0 0
299	N93049 N104550 N29379 N126164 N30299 N7553 N50441 N54360 N125277 N39532 N94541 N96713 N70655 N114571 N91597 N93066 N19175 N74324 N35640 N104498 N77053 N78130 N68097 N120854 N120031 N26863 N10490 N5876 N33865 N24506 N122727 N58832 N27723 N41083 N86632 N74703 N54797 N24809	N7299 N99362 N67927 N32209 N102389	1 0 0 0 0
367	N125223 N90285 N71561 N14639 N96516 N74426 N91 N73947 N43255 N72493 N18389 N26136 N94953 N119558 N26136 N109465 N26935 N53197 N98596 N34684 N9375 N71082 N90578 N49079 N70385 N454 N48149 N60728 N55956 N80359 N67055 N32345 N45706 N19937 N42703 N41143 N112813 N117275 N110836 N29153 N105205 N110352 N47522 N92437 N96605 N13604 N113417 N12689 N43228 N18065 N53215 N8198 N105205 N76292 N31183 N77742 N25463 N86141 N67133 N6216 N66190 N2927 N36397 N18399 N79285 N28609 N57000 N29707 N61928 N96616 N81603 N47269 N16690 N59645 N88893 N92079 N29466 N114848 N71935 N3804 N59351 N95731 N87627 N92079 N60457 N19492 N118005 N18117 N39905 N91810 N95131 N117295 N73302 N8991 N14504 N121820 N119126 N51728 N46002 N38448 N29457 N74014 N61321 N112369 N108312 N36590 N48926 N82213 N7732 N33198 N64641 N59033 N22114 N77135 N10874 N79026 N70022 N25524 N56178 N10490 N85594 N58220 N81105 N64035 N107674 N51166 N24809 N9835 N28468	N50852 N2198 N117698 N68083 N6293	1 0 0 0 0
172	N110864 N63204 N84419 N122359 N11288 N113089 N98596 N41423 N105400 N52231 N63998 N101775 N101263 N91409 N20047 N48300 N56299 N44656 N88796 N83979 N26276 N23099 N32345 N75867 N62786 N87971 N97354 N77709 N22461 N127916 N116750 N76970 N79505 N78181 N104319 N110799 N125421 N34947 N106708 N69 N67446 N21671 N121794 N66277 N15155 N73527 N49511 N36104 N106375 N32925 N110358 N3290 N116944 N5692 N107594 N42716 N84997 N21170 N6570 N41228 N70541 N124235 N43570 N39290 N128648 N77219 N72968 N130068 N37815 N61871 N28627 N97251 N102635 N27409 N78058 N21312 N12340 N79135 N97351 N124116 N78734 N115334 N21743 N1596 N106883 N83449 N9690 N82468 N46644 N117977 N105645 N44186 N13872 N73509 N71952 N44127 N37061 N118101 N124330 N77576 N6796 N99444 N3285 N86394 N71977 N54561 N98095 N81443 N19173 N100670 N39997 N72548 N107081 N77435 N104667 N119523 N48429 N94407 N48419 N56099	N38296 N117183 N80019 N27703 N15330	1 0 0 0 0
38	N7154 N102339 N8668 N40229 N17283 N128643 N39273 N113476 N36729 N61041 N61504 N103181 N127384 N114571 N61321 N84662 N120031 N40765 N66789 N85594 N45124 N104068 N70848 N107322 N114787 N27431 N21416 N41083	N73137 N32209 N103397 N6865 N122706	1 0 0 0 0
368	N115804 N67127 N50441 N89631 N44510	N24394 N97862 N80019 N37025 N103397	1 0 0 0 0
172	N110864 N63204 N84419 N122359 N11288 N113089 N98596 N41423 N105400 N52231 N63998 N101775 N101263 N91409 N20047 N48300 N56299 N44656 N88796 N83979 N26276 N23099 N32345 N75867 N62786 N87971 N97354 N77709 N22461 N127916 N116750 N76970 N79505 N78181 N104319 N110799 N125421 N34947 N106708 N69 N67446 N21671 N121794 N66277 N15155 N73527 N49511 N36104 N106375 N32925 N110358 N3290 N116944 N5692 N107594 N42716 N84997 N21170 N6570 N41228 N70541 N124235 N43570 N39290 N128648 N77219 N72968 N130068 N37815 N61871 N28627 N97251 N102635 N27409 N78058 N21312 N12340 N79135 N97351 N124116 N78734 N115334 N21743 N1596 N106883 N83449 N9690 N82468 N46644 N117977 N105645 N44186 N13872 N73509 N71952 N44127 N37061 N118101 N124330 N77576 N6796 N99444 N3285 N86394 N71977 N54561 N98095 N81443 N19173 N100670 N39997 N72548 N107081 N77435 N104667 N119523 N48429 N94407 N48419 N56099	N71090 N92459 N50080 N67004 N15330	1 0 0 0 0
366	N44955 N71340 N72571 N73122 N127773 N27861	N4858 N14848 N6865 N99362 N52920	1 0 0 0 0
369	N42280 N22822 N114666 N81732 N44090 N26834 N106591 N127788 N13252 N96371 N10026 N67760 N116183 N53710 N47792 N32925 N41301 N417 N81982 N112156 N107401 N100058 N106603 N43133 N127607 N44660 N72212 N4760 N44185 N54416 N87269 N64117 N96572 N5993 N62480 N79529 N7880 N35758 N55064 N23264 N91420 N64077 N88212 N57217 N114571 N45252 N29208 N38936 N84570 N11631 N106456 N39785 N91597 N37433 N85063 N91131 N78130 N101845 N98980 N97235 N55498 N76785 N97862 N118677 N108233 N104150 N57397 N104060 N10015 N76841 N66030 N5877	N9935 N114429 N25037 N99362 N62595	1 0 0 0 0
370	N47928 N64327 N22822 N77869 N9740 N128643 N29604 N89611 N95747 N1277 N48475 N65119 N63078 N67420 N130269 N48412 N82941 N90686 N81598 N73122 N61145 N74042 N120951 N96437 N22187 N46767 N81553 N69442 N124555 N127225 N57055 N47247 N30276 N95972 N128466 N95972 N71166 N33613 N46526 N62480 N43087 N67497 N121356 N114787 N61803 N15181 N36079	N10242 N76143 N45124 N114232 N123362	1 0 0 0 0
191	N104299 N44955 N18389 N72652 N82318 N27779 N9375 N102506 N2661 N112324 N101263 N115066 N127916 N78998 N39882 N43428 N49262 N4289 N82348 N73763 N79285 N73408 N34479 N5068 N59683 N23264 N79909 N11266 N81188 N104737 N100670 N7156 N72118 N113698 N125961 N120545 N68097 N94706 N88166 N18904 N90966 N120031 N71022 N40765 N71092 N5429 N81364 N40009 N24099 N95066 N80840 N120643 N67068 N67369 N77605	N106344 N14551 N122706 N97862 N52435	1 0 0 0 0
371	N104879 N102357 N9375 N85056 N45706 N51724 N63918 N80126 N32756 N127923 N67169 N110532 N23688	N116064 N130174 N80019 N65783 N118471	1 0 0 0 0
372	N45955 N107627 N107944 N92279 N125853 N62767 N112932 N107367 N38742 N21689 N27261 N61504 N64765 N109465 N31043 N5305 N123002 N129790 N22262 N62383 N83597 N67127 N70946 N9503 N83813 N118601 N89341 N124118 N3006 N111348 N76037 N28668 N4365 N55996 N25376 N120680 N14927 N35599 N91944 N59997 N61361 N79649 N100962 N51724 N14639 N42796 N86440 N39592 N11563 N58108 N95439 N60001 N13604 N107401 N127530 N95972 N111503 N5148 N15601 N4406 N4041 N27352 N67169 N60832 N50614 N101420 N102941 N62480 N41147 N125954 N34366 N88893 N36573 N95312 N45124 N127848 N62344 N61523 N8771 N23162 N114848 N104737 N36709 N66851 N54618 N46002 N69043 N129407 N114581 N79344 N24338 N32136 N129046 N78130 N45124 N83623 N26863 N8904 N33625 N127001	N31855 N4858 N114627 N110066 N71090	1 0 0 0 0
178	N122359 N40446 N104918 N7154 N86208 N96262 N9208 N100765 N12959 N56056 N72493 N38313 N61504 N113089 N12255 N112381 N120745 N36502 N26206 N58992 N19785 N34001 N10568 N28345 N17632 N50163 N104904 N101591 N2260 N44759 N109521 N8966 N38169 N26976 N38217 N120951 N81937 N103357 N15100 N66183 N81080 N129083 N50645 N66775 N100063 N37617 N92079 N73583 N62464 N110237 N38485 N29466 N92066 N71935 N81449 N121897 N90679 N66666 N36911 N18117 N121550 N73302 N8527 N67920 N72640 N95082 N86842 N100670 N91597 N125961 N69998 N96539 N98240 N41702 N5350 N21828 N124552 N14273 N66177 N99797 N110572 N94276 N39414 N110982 N70848 N38254	N118589 N119637 N96929 N19543 N45124	1 0 0 0 0
373	N7154 N124453 N85056 N155 N108284 N34389 N96605 N11677 N35514 N30388 N44960 N213 N58843 N86153 N93049 N81895 N103934 N72590 N124194 N110532 N82055 N115695	N22524 N73939 N65783 N128031 N102958	1 0 0 0 0
90	N37891 N112192 N12246 N64208 N100847 N48475 N9375 N30161 N1128 N61555 N14799 N47193 N15471 N8869 N49347 N104181 N52911 N126328 N127392 N124053 N62401 N60331 N28921 N34059 N76775 N22187 N95392 N129378 N109736 N69442 N65041 N42920 N98277 N19735 N11879 N1940 N82348 N80126 N81434 N54948 N92655 N102399 N40228 N105213 N31468 N65781 N120773 N38569 N93049 N73630 N125954 N30189 N120732 N82747 N105840 N71665 N83823 N48804 N25951 N80178 N120756 N5068 N98443 N122570 N129836 N87616 N78719 N54360 N55064 N54360 N58653 N78511 N26699 N68221 N122256 N113678 N96546 N22188 N57217 N37820 N118024 N11631 N7156 N29035 N5875 N31079 N66294 N30063 N17297 N93769 N8995 N94407 N69193 N59033 N40887 N104558 N127629 N18904 N85103 N52964 N28201 N74898 N108701 N10490 N86231 N112731 N45442 N59416 N16125 N55483 N104060 N48666 N61803 N103432 N81315 N112687 N110982 N114787 N65619 N41709 N115296 N37530 N78276 N59786 N66107 N25145 N35636 N90513 N79352 N1490 N59700 N54797 N71222 N36428 N39230 N44921 N40093 N116904	N71090 N13843 N118589 N73137 N86828	1 0 0 0 0
374	N128965 N72175 N126052 N60154 N63092 N99191 N104200 N16249 N67715 N101377 N108143 N40628 N117682 N129128 N27668 N90718 N127337 N37175 N37069 N130269 N94639 N454 N110630 N72890 N19461 N123050 N35328 N34647 N72281 N105296 N116749 N73122 N39375 N65524 N34947 N28049 N113667 N63212 N52911 N107151 N106209 N19519 N27107 N66622 N66183 N111503 N127336 N16408 N87910 N18438 N104550 N119660 N79529 N13117 N78767 N44781 N98836 N120501 N6958 N97825 N102635 N88893 N50923 N46656 N49269 N61712 N54360 N127726 N47655 N111861 N97932 N110249 N112751 N82405 N46499 N72105 N46644 N58636 N82405 N113184 N58575 N66851 N110844 N127429 N31390 N61187 N19432 N294 N54393 N27133 N8887 N13066 N78130 N11841 N114571 N83026 N40944 N73228 N102152 N84534 N67007 N53766 N112043 N82405 N68097 N10811 N79026 N84320 N34340 N65972 N120031 N70022 N129747 N25524 N81105 N63818 N103150 N123548 N53650 N21010 N84433 N63120 N21820 N33625 N28125	N99362 N65783 N14848 N32209 N118589	1 0 0 0 0
375	N59893 N32158 N51088 N112196 N96987 N110630 N25996 N20131 N48215 N90686 N12252 N73122 N76970 N64536 N11421 N81668 N7784 N31649 N86711 N13604 N128546 N98277 N71068 N66812 N9979 N42042 N84642 N17355 N25197 N17892 N78767 N114848 N28070 N71427 N89408 N25589 N49111 N81921 N73228 N72868 N3188 N11643 N4066 N7732 N86388 N77135 N3978 N126000	N114627 N25037 N58992 N128031 N32209	1 0 0 0 0
376	N41484 N40446 N6255 N61252 N113833 N108726 N13337 N76561 N39483 N12721 N34985 N18389 N123633 N61504 N81937 N47587 N117203 N91 N33177 N108143 N67397 N87105 N9375 N108621 N130260 N110918 N454 N85624 N127916 N54042 N68153 N28385 N85265 N102417 N81692 N121168 N119800 N67670 N17746 N81982 N60001 N47265 N23117 N51964 N100119 N10737 N77742 N23128 N85807 N66190 N79285 N4598 N627 N44524 N120859 N36680 N78756 N31109 N36397 N27415 N92079 N36573 N5674 N45444 N119778 N5068 N21880 N30321 N59090 N29753 N34867 N74586 N110836 N95413 N13510 N127177 N67790 N24344 N110560 N121643 N896 N60722 N114848 N23264 N91810 N71112 N106403 N1596 N58653 N129084 N20251 N11878 N72640 N112751 N82243 N75373 N98095 N79781 N114571 N23899 N91597 N39785 N40584 N114581 N35053 N59573 N58228 N61321 N4066 N122784 N128483 N56768 N94407 N81299 N15611 N58200 N5326 N79026 N126955 N96000 N40765 N18819 N93397 N106702 N50891 N43087 N59836 N91923 N87146 N55235 N50831 N19543	N45124 N67927 N32209 N73137 N43186	1 0 0 0 0
377	N15819 N102339 N35797 N104081 N76106 N26421 N8668 N121023 N58990 N17891 N92536 N127384 N108217 N114859 N65119 N126968 N33964 N130269 N127337 N94295 N43585 N84904 N46069 N127916 N124243 N127631 N127631 N95683 N102743 N55635 N38217 N25105 N119708 N66812 N49668 N129412 N1940 N93049 N25951 N71665 N126164 N65541 N73963 N82919 N46763 N127225 N1596 N114873 N15007 N114571 N58915 N25140 N100670 N81921 N119609 N5279 N48606 N110532 N29310 N17297 N58200 N121409 N22651 N54731 N73222 N127629 N120031 N93397 N55437 N16125 N67174 N52410 N108832 N95066 N65304 N48501 N35189 N50831 N129463 N86120 N74703 N7041	N118589 N52920 N32209 N89627 N31385	1 0 0 0 0
378	N125223 N12959 N104200 N9740 N104200 N128643 N73122 N93871 N63918 N90426 N104725 N52842 N49262 N80126 N7574 N49668 N34094 N60132 N112901 N82919 N86208 N66666 N6238 N82919 N1596 N42341 N110158 N100080 N60132 N89289 N79781 N71643 N80838 N24446 N48926 N29310 N23929 N8399 N123451 N13184 N58200 N54972 N111928 N1713 N1713 N120031 N1014 N59344 N37395	N123362 N94089 N53751 N64797 N4858	1 0 0 0 0
379	N53796 N14678 N31956 N3960 N9208 N130225 N4857 N118998 N18389 N65259 N80788 N122047 N38742 N62205 N765 N98596 N30521 N98596 N127132 N104760 N52231 N94168 N16249 N67127 N49079 N9524 N54850 N75436 N72571 N127870 N108219 N111348 N42209 N42114 N117275 N6195 N39375 N44759 N74601 N3290 N20333 N71031 N3435 N7391 N107594 N90686 N95420 N127530 N4289 N58731 N47866 N92655 N10231 N37444 N30939 N89243 N79285 N77238 N93049 N2927 N115359 N93049 N31109 N79071 N99733 N29379 N72294 N88893 N29753 N78719 N59090 N15047 N3113 N21312 N114335 N118005 N50441 N17225 N54380 N62559 N51431 N53933 N96533 N94492 N72640 N57255 N6930 N93685 N54393 N106411 N75678 N99634 N72118 N127267 N81921 N64977 N24446 N72868 N117891 N89631 N29457 N61321 N57366 N46892 N17678 N33735 N84273 N5326 N77135 N13901 N59033 N18904 N1713 N14904 N50428 N35458 N67497 N115725 N50891 N25677 N56178 N103085 N1960 N14551 N123548 N37563 N2539 N119309 N70848 N60544 N82055 N37530 N22543 N5162 N122343 N37332 N113579 N24506 N4858 N90513 N73212 N95066 N98657	N67004 N52435 N32209 N65783 N45124	1 0 0 0 0
128	N122359 N54656 N90185 N85273 N18690 N127175 N124051 N109939 N65612 N91734 N104200 N90543 N127659 N15471 N111348 N19557 N29806 N54042 N39641 N38263 N52842 N44309 N83253 N55780 N30637 N50645 N35755 N75794 N115359 N75220 N14533 N69820 N117263 N122194 N5952 N50441 N96501 N39905 N67820 N5653 N73137 N1713 N112667 N40765 N71092 N35458 N116063 N126027 N108115 N127001 N51166	N99362 N14848 N65783 N45124 N31385	1 0 0 0 0
380	N124209 N85021 N80268 N86157 N83516 N21663 N64554 N56610 N127286 N25720 N23353 N44781 N129892 N100068 N100262 N59360 N88484 N24101 N3545 N106702 N52410 N5797 N37332	N77421 N41025 N56850 N15330 N110066	1 0 0 0 0
85	N47427 N71340 N111293 N92279 N76561 N26421 N82779 N71496 N94953 N117553 N87105 N71082 N92769 N112324 N72571 N29153 N79984 N44759 N107135 N59611 N77432 N85265 N101340 N1940 N15899 N18399 N86013 N38169 N92079 N71935 N77742 N61712 N7234 N54360 N82243 N112751 N71977 N2679 N71643 N121418 N128483 N108312 N95088 N112896 N76967 N83462 N124482 N91968 N1713 N108701 N58220 N85594 N81058 N119637	N4858 N14848 N87267 N73137 N56850	1 0 0 0 0
209	N74557 N1407 N3240 N24481 N94953 N26256 N60154 N13518 N79170 N76071 N27673 N74858 N40401 N51092 N26206 N127916 N77709 N43252 N103791 N88300 N26801 N41584 N13137 N88635 N28222 N81347 N66548 N109498 N98164 N71957 N15904 N36397 N58573 N85821 N111468 N90679 N129610 N107264 N60522 N55677 N122857 N54472 N14205 N88330 N82045 N97302 N67911 N10012 N40771 N56209 N127726 N129903 N38561 N107674 N64035	N114429 N38296 N124740 N45910 N51140	1 0 0 0 0
381	N26421 N121133 N91458 N85484 N87446 N36246 N73039 N73039 N31140 N73122 N113926 N101276 N738 N63918 N52842 N113417 N51724 N86711 N116473 N84959 N10097 N16426 N78268 N40228 N14611 N51360 N46660 N67133 N41459 N46994 N3948 N73963 N71433 N35222 N59327 N90679 N16389 N54380 N129624 N30577 N111375 N1533 N82746 N104277 N71977 N102724 N14726 N17297 N31381 N56768 N102233 N102016 N46841 N64141 N72306 N42718 N84273 N80783 N89509 N76887 N5482 N10490 N81364 N86463 N21224 N41083 N50831 N31323	N118589 N31385 N43186 N89627 N73137	1 0 0 0 0
382	N128965 N85484 N98238 N19557 N16426 N44660 N68745 N68012 N128649 N21846 N127001	N9094 N128253 N67004 N115958 N34498	1 0 0 0 0
360	N84419 N15819 N95287 N7154 N124989 N53680 N52231 N1128 N49347 N90657 N42994 N121794 N126834 N80126 N93576 N14611 N120705 N24473 N51940 N79071 N75085 N48804 N118762 N1596 N68775 N61474 N71686 N98853 N108312 N17297 N4066 N12057	N32209 N99362 N14848 N6865 N118589	1 0 0 0 0
383	N128643 N9740 N89872 N128965 N16249 N49347 N59111 N66812 N104654 N43091 N3948 N29379 N11864 N86208 N113678 N1313 N71643 N88787 N91597 N91597 N128483 N1886 N18904 N17268 N2743 N10490 N39925 N86409	N43186 N99362 N53751 N118589 N31385	1 0 0 0 0
384	N46591 N15819 N124453 N10263 N12959 N79511 N66535 N42703 N126052 N81475 N86335 N16282 N46787 N82799 N71082 N103181 N118794 N98923 N52911 N42612 N60556 N4424 N49623 N102417 N31652 N40699 N10717 N129207 N102602 N39592 N76664 N1296 N92655 N115895 N50645 N32296 N120578 N115748 N66666 N64593 N99004 N44127 N113678 N118032 N68481 N101000 N19432 N11841 N91597 N7156 N61321 N76967 N68745 N58220 N37395 N87267 N104430 N90513 N54264	N37025 N57948 N118589 N68715 N43186	1 0 0 0 0
